Incident energy , σ(E)
1.75E7 , 1.40561
1.7553E7 , 1.410715
1.7616E7 , 1.416516
1.7687E7 , 1.417617
1.79E7 , 1.431729
1.7901E7 , 1.434529
1.8E7 , 1.44293
1.8053E7 , 1.452734
1.8087E7 , 1.446735
1.8158E7 , 1.467937
1.8273E7 , 1.465737
1.846E7 , 1.461642
1.84747E7 , 1.464654
1.85E7 , 1.469838
1.8516E7 , 1.472938
1.8553E7 , 1.476437
1.8632E7 , 1.483835
1.87E7 , 1.487234
1.8833E7 , 1.485137
1.9E7 , 1.487339
1.903E7 , 1.487796
1.9034E7 , 1.487851
1.9053E7 , 1.488166
1.9185E7 , 1.490677
1.9346E7 , 1.494303
1.95E7 , 1.497976
1.9511E7 , 1.498241
1.9553E7 , 1.499222
1.95581E7 , 1.499339
1.96E7 , 1.500299
1.9661E7 , 1.501636
1.9794E7 , 1.504243
1.9892E7 , 1.50579
1.999999E7 , 1.507006
2.000001E7 , 1.507
2.029547E7 , 1.492649
2.1E7 , 1.426
2.2E7 , 1.403
2.3E7 , 1.404
2.4E7 , 1.413
2.427894E7 , 1.407887
2.448686E7 , 1.401034
2.5E7 , 1.386
2.6E7 , 1.372657
2.7E7 , 1.357
2.705867E7 , 1.355763
2.730389E7 , 1.350555
2.8E7 , 1.335718
2.847293E7 , 1.325889
2.892336E7 , 1.316688
2.9E7 , 1.315128
3.0E7 , 1.295
3.1E7 , 1.275499
3.2E7 , 1.256795
3.213834E7 , 1.254264
3.3E7 , 1.238726
3.4E7 , 1.221163
3.451838E7 , 1.212235
3.5E7 , 1.204
3.509196E7 , 1.202429
3.6E7 , 1.186329
3.7E7 , 1.167711
3.8E7 , 1.148676
3.9E7 , 1.129657
4.0E7 , 1.111
4.1E7 , 1.092845
4.2E7 , 1.075117
4.3E7 , 1.057788
4.4E7 , 1.040833
4.5E7 , 1.024233
4.6E7 , 1.00797
4.7E7 , 0.9920271
4.8E7 , 0.9763922
4.9E7 , 0.9610532
